From	Entry	Entry Name	Gene Names	Organism
OXA1L	J3KNA0	J3KNA0_HUMAN	OXA1L	Homo sapiens (Human)
OXA1L	Q2M1J6	Q2M1J6_HUMAN	OXA1L	Homo sapiens (Human)
OXCT1	P55809	SCOT1_HUMAN	OXCT1 OXCT SCOT	Homo sapiens (Human)
OXCT1	A0A024R040	A0A024R040_HUMAN	OXCT1 hCG_37537	Homo sapiens (Human)
OXCT1	A1E286	A1E286_HUMAN	OXCT1	Homo sapiens (Human)
OXCT1	E9PDW2	E9PDW2_HUMAN	OXCT1	Homo sapiens (Human)
PAFAH1B1	P43034	LIS1_HUMAN	PAFAH1B1 LIS1 MDCR MDS PAFAHA	Homo sapiens (Human)
PAFAH1B1	A0A6Q8PFT2	A0A6Q8PFT2_HUMAN	PAFAH1B1	Homo sapiens (Human)
PAFAH1B1	A0A6Q8PFU3	A0A6Q8PFU3_HUMAN	PAFAH1B1 LIS1	Homo sapiens (Human)
PAFAH1B1	A0A6Q8PG63	A0A6Q8PG63_HUMAN	PAFAH1B1	Homo sapiens (Human)
PAFAH1B1	A0A6Q8PGF8	A0A6Q8PGF8_HUMAN	PAFAH1B1	Homo sapiens (Human)
PAFAH1B1	A0A6Q8PH33	A0A6Q8PH33_HUMAN	PAFAH1B1	Homo sapiens (Human)
PAFAH1B1	A0AAQ5BGM1	A0AAQ5BGM1_HUMAN	PAFAH1B1 LIS1	Homo sapiens (Human)
PAFAH1B1	A0AAQ5BGP0	A0AAQ5BGP0_HUMAN	PAFAH1B1	Homo sapiens (Human)
PAFAH1B1	A0AAQ5BGP7	A0AAQ5BGP7_HUMAN	PAFAH1B1	Homo sapiens (Human)
PAFAH1B1	A0AAQ5BH67	A0AAQ5BH67_HUMAN	PAFAH1B1 LIS1	Homo sapiens (Human)
PAFAH1B1	I3L3N5	I3L3N5_HUMAN	PAFAH1B1 LIS1	Homo sapiens (Human)
PAFAH1B1	I3L495	I3L495_HUMAN	PAFAH1B1	Homo sapiens (Human)
PAFAH1B3	Q15102	PA1B3_HUMAN	PAFAH1B3 PAFAHG	Homo sapiens (Human)
PAFAH1B3	M0QXS6	M0QXS6_HUMAN	PAFAH1B3	Homo sapiens (Human)
PAFAH1B3	M0QZT2	M0QZT2_HUMAN	PAFAH1B3	Homo sapiens (Human)
PAFAH1B3	M0R1K3	M0R1K3_HUMAN	PAFAH1B3	Homo sapiens (Human)
PAFAH1B3	M0R323	M0R323_HUMAN	PAFAH1B3	Homo sapiens (Human)
PAFAH1B3	M0R389	M0R389_HUMAN	PAFAH1B3	Homo sapiens (Human)
SERPINE1	P05121	PAI1_HUMAN	SERPINE1 PAI1 PLANH1	Homo sapiens (Human)
PAK1	Q13153	PAK1_HUMAN	PAK1	Homo sapiens (Human)
PAK1	Q16512	PKN1_HUMAN	PKN1 PAK1 PKN PRK1 PRKCL1	Homo sapiens (Human)
PAK1	B3KNX7	B3KNX7_HUMAN	PAK1	Homo sapiens (Human)
PAK1	E9PJF8	E9PJF8_HUMAN	PAK1	Homo sapiens (Human)
PAK1	E9PKH9	E9PKH9_HUMAN	PAK1	Homo sapiens (Human)
PAK1	E9PM17	E9PM17_HUMAN	PAK1	Homo sapiens (Human)
PAK1	E9PMP2	E9PMP2_HUMAN	PAK1	Homo sapiens (Human)
PAK1	E9PQW5	E9PQW5_HUMAN	PAK1	Homo sapiens (Human)
PAK1	E9PRP6	E9PRP6_HUMAN	PAK1	Homo sapiens (Human)
PAK1	H0YCG5	H0YCG5_HUMAN	PAK1	Homo sapiens (Human)
PAK1	H0YCM0	H0YCM0_HUMAN	PAK1	Homo sapiens (Human)
PAK1	H0YF55	H0YF55_HUMAN	PAK1	Homo sapiens (Human)
HDGFL3	Q9Y3E1	HDGR3_HUMAN	HDGFL3 HDGF2 HDGFRP3 CGI-142	Homo sapiens (Human)
HDGFL3	H3BPM9	H3BPM9_HUMAN	HDGFL3	Homo sapiens (Human)
HDGFL3	H3BPQ6	H3BPQ6_HUMAN	HDGFL3	Homo sapiens (Human)
COPS7A	Q9UBW8	CSN7A_HUMAN	COPS7A CSN7A DERP10	Homo sapiens (Human)
COPS7A	F5GXT7	F5GXT7_HUMAN	COPS7A	Homo sapiens (Human)
COPS7A	F5GYF7	F5GYF7_HUMAN	COPS7A	Homo sapiens (Human)
COPS7A	F5H248	F5H248_HUMAN	COPS7A	Homo sapiens (Human)
COPS7A	F5H3M6	F5H3M6_HUMAN	COPS7A	Homo sapiens (Human)
COPS7A	F5H4U8	F5H4U8_HUMAN	COPS7A	Homo sapiens (Human)
COPS7A	F5H4Z0	F5H4Z0_HUMAN	COPS7A	Homo sapiens (Human)
COPS7A	F5H7C6	F5H7C6_HUMAN	COPS7A	Homo sapiens (Human)
COPS7A	G3XAP1	G3XAP1_HUMAN	COPS7A hCG_25925	Homo sapiens (Human)
COPS7A	Q567U8	Q567U8_HUMAN	COPS7A	Homo sapiens (Human)
NSDHL	Q15738	NSDHL_HUMAN	NSDHL H105E3	Homo sapiens (Human)
NSDHL	C9JDR0	C9JDR0_HUMAN	NSDHL	Homo sapiens (Human)
HEBP1	Q9NRV9	HEBP1_HUMAN	HEBP1 HBP	Homo sapiens (Human)
HEBP1	A0A3B3IRV5	A0A3B3IRV5_HUMAN	HEBP1	Homo sapiens (Human)
HEBP1	F5GWX2	F5GWX2_HUMAN	HEBP1	Homo sapiens (Human)
HEBP1	H0YG71	H0YG71_HUMAN	HEBP1	Homo sapiens (Human)
PCBD1	P61457	PHS_HUMAN	PCBD1 DCOH PCBD	Homo sapiens (Human)
PCCB	P05166	PCCB_HUMAN	PCCB	Homo sapiens (Human)
PCCB	A0A1B2JLU8	A0A1B2JLU8_HUMAN	PCCB	Homo sapiens (Human)
PCCB	C9JAW3	C9JAW3_HUMAN	PCCB	Homo sapiens (Human)
PCCB	C9JQS9	C9JQS9_HUMAN	PCCB	Homo sapiens (Human)
PCCB	C9JVW9	C9JVW9_HUMAN	PCCB	Homo sapiens (Human)
PCCB	C9JVY9	C9JVY9_HUMAN	PCCB	Homo sapiens (Human)
PCCB	E7ENC1	E7ENC1_HUMAN	PCCB	Homo sapiens (Human)
PCCB	E7ETT1	E7ETT1_HUMAN	PCCB	Homo sapiens (Human)
PCCB	E7ETT4	E7ETT4_HUMAN	PCCB	Homo sapiens (Human)
PCCB	E7EUY3	E7EUY3_HUMAN	PCCB	Homo sapiens (Human)
PCCB	E7EX59	E7EX59_HUMAN	PCCB	Homo sapiens (Human)
PCCB	E9PDR0	E9PDR0_HUMAN	PCCB	Homo sapiens (Human)
PCCB	E9PEC3	E9PEC3_HUMAN	PCCB	Homo sapiens (Human)
PCCB	F8WBI9	F8WBI9_HUMAN	PCCB	Homo sapiens (Human)
PCCB	H7C5C9	H7C5C9_HUMAN	PCCB	Homo sapiens (Human)
PCCB	Q9HBR7	Q9HBR7_HUMAN	PCCB hCG_15235	Homo sapiens (Human)
MTERF3	Q96E29	MTEF3_HUMAN	MTERF3 MTERFD1 CGI-12	Homo sapiens (Human)
MTERF3	E5RI75	E5RI75_HUMAN	MTERF3	Homo sapiens (Human)
MTERF3	E5RIK9	E5RIK9_HUMAN	MTERF3	Homo sapiens (Human)
MTERF3	E5RIY4	E5RIY4_HUMAN	MTERF3	Homo sapiens (Human)
AMDHD2	Q9Y303	NAGA_HUMAN	AMDHD2 CGI-14	Homo sapiens (Human)
AMDHD2	A0A3B3IU33	A0A3B3IU33_HUMAN	AMDHD2	Homo sapiens (Human)
AMDHD2	H3BSD5	H3BSD5_HUMAN	AMDHD2	Homo sapiens (Human)
AMDHD2	H3BSV9	H3BSV9_HUMAN	AMDHD2	Homo sapiens (Human)
AMDHD2	H3BT49	H3BT49_HUMAN	AMDHD2	Homo sapiens (Human)
AMDHD2	H3BTE3	H3BTE3_HUMAN	AMDHD2	Homo sapiens (Human)
AMDHD2	H3BTZ6	H3BTZ6_HUMAN	AMDHD2	Homo sapiens (Human)
ISOC1	Q96CN7	ISOC1_HUMAN	ISOC1 CGI-111	Homo sapiens (Human)
ISOC1	D6RGE2	D6RGE2_HUMAN	ISOC1	Homo sapiens (Human)
MRPS16	Q9Y3D3	RT16_HUMAN	MRPS16 RPMS16 CGI-132	Homo sapiens (Human)
MRPS16	A6ND22	A6ND22_HUMAN	MRPS16	Homo sapiens (Human)
FIS1	Q9Y3D6	FIS1_HUMAN	FIS1 TTC11 CGI-135	Homo sapiens (Human)
FIS1	C9JXH1	C9JXH1_HUMAN	FIS1	Homo sapiens (Human)
FIS1	F5H509	F5H509_HUMAN	FIS1	Homo sapiens (Human)
FIS1	F5H8A8	F5H8A8_HUMAN	FIS1	Homo sapiens (Human)
FIS1	F8WBT1	F8WBT1_HUMAN	FIS1	Homo sapiens (Human)
FIS1	F8WD11	F8WD11_HUMAN	FIS1	Homo sapiens (Human)
GOLT1B	Q9Y3E0	GOT1B_HUMAN	GOLT1B GCT2 GOT1A CGI-141 HDCMA39P UNQ432/PRO793	Homo sapiens (Human)
GOLT1B	F5GWD8	F5GWD8_HUMAN	GOLT1B	Homo sapiens (Human)
GOLT1B	F5GXH6	F5GXH6_HUMAN	GOLT1B	Homo sapiens (Human)
GOLT1B	F5H6U7	F5H6U7_HUMAN	GOLT1B	Homo sapiens (Human)
GOLT1B	G3V1U5	G3V1U5_HUMAN	GOLT1B hCG_25051	Homo sapiens (Human)
GLOD4	Q9HC38	GLOD4_HUMAN	GLOD4 C17orf25 CGI-150 My027	Homo sapiens (Human)
GLOD4	I3L1F4	I3L1F4_HUMAN	GLOD4	Homo sapiens (Human)
GLOD4	I3L1I0	I3L1I0_HUMAN	GLOD4	Homo sapiens (Human)
GLOD4	I3L277	I3L277_HUMAN	GLOD4	Homo sapiens (Human)
GLOD4	I3L2C2	I3L2C2_HUMAN	GLOD4	Homo sapiens (Human)
GLOD4	I3L3G0	I3L3G0_HUMAN	GLOD4	Homo sapiens (Human)
GLOD4	I3L3Q4	I3L3Q4_HUMAN	GLOD4	Homo sapiens (Human)
GLOD4	I3NI24	I3NI24_HUMAN	GLOD4	Homo sapiens (Human)
GLOD4	I3NI27	I3NI27_HUMAN	GLOD4	Homo sapiens (Human)
GLOD4	K7ENF2	K7ENF2_HUMAN	GLOD4	Homo sapiens (Human)
GMNN	O75496	GEMI_HUMAN	GMNN	Homo sapiens (Human)
GMNN	C9K0U5	C9K0U5_HUMAN	GMNN	Homo sapiens (Human)
GMNN	E2QRF9	E2QRF9_HUMAN	GMNN	Homo sapiens (Human)
GMNN	H7C608	H7C608_HUMAN	GMNN	Homo sapiens (Human)
LAP3	P28838	AMPL_HUMAN	LAP3 LAPEP PEPS	Homo sapiens (Human)
LAP3	H0Y9Q1	H0Y9Q1_HUMAN	LAP3	Homo sapiens (Human)
PCK2	Q16822	PCKGM_HUMAN	PCK2 PEPCK2	Homo sapiens (Human)
PCK2	A0A0S2Z430	A0A0S2Z430_HUMAN	PCK2	Homo sapiens (Human)
PCK2	A0A0S2Z451	A0A0S2Z451_HUMAN	PCK2	Homo sapiens (Human)
PCK2	A0A0S2Z4C0	A0A0S2Z4C0_HUMAN	PCK2	Homo sapiens (Human)
PCK2	A0A384MTT2	A0A384MTT2_HUMAN	PCK2 hCG_40169	Homo sapiens (Human)
PCK2	H0YKC4	H0YKC4_HUMAN	PCK2	Homo sapiens (Human)
PCK2	H0YM31	H0YM31_HUMAN	PCK2	Homo sapiens (Human)
PCK2	H0YMA5	H0YMA5_HUMAN	PCK2	Homo sapiens (Human)
PCK2	H0YML5	H0YML5_HUMAN	PCK2	Homo sapiens (Human)
PCK2	H0YMU6	H0YMU6_HUMAN	PCK2	Homo sapiens (Human)
PCK2	H0YMY3	H0YMY3_HUMAN	PCK2	Homo sapiens (Human)
PCK2	H0YNG4	H0YNG4_HUMAN	PCK2	Homo sapiens (Human)
PCK2	H0YNH9	H0YNH9_HUMAN	PCK2	Homo sapiens (Human)
PCK2	Q6IB91	Q6IB91_HUMAN	PCK2	Homo sapiens (Human)
PCK2	Q712L8	Q712L8_HUMAN	pck2	Homo sapiens (Human)
NOSIP	Q9Y314	NOSIP_HUMAN	NOSIP CGI-25	Homo sapiens (Human)
NOSIP	A0A075B6F9	A0A075B6F9_HUMAN	NOSIP	Homo sapiens (Human)
NOSIP	A0A075B797	A0A075B797_HUMAN	NOSIP	Homo sapiens (Human)
NOSIP	M0QX85	M0QX85_HUMAN	NOSIP	Homo sapiens (Human)
NOSIP	M0R1K2	M0R1K2_HUMAN	NOSIP	Homo sapiens (Human)
NOSIP	M0R1T7	M0R1T7_HUMAN	NOSIP	Homo sapiens (Human)
NOSIP	M0R3B2	M0R3B2_HUMAN	NOSIP	Homo sapiens (Human)
DERA	Q9Y315	DEOC_HUMAN	DERA CGI-26	Homo sapiens (Human)
DERA	E9PJ44	E9PJ44_HUMAN	DERA	Homo sapiens (Human)
DERA	E9PJB9	E9PJB9_HUMAN	DERA	Homo sapiens (Human)
DERA	E9PMH9	E9PMH9_HUMAN	DERA	Homo sapiens (Human)
DERA	E9PML7	E9PML7_HUMAN	DERA	Homo sapiens (Human)
DERA	E9PPK3	E9PPK3_HUMAN	DERA	Homo sapiens (Human)
DERA	E9PPM8	E9PPM8_HUMAN	DERA	Homo sapiens (Human)
DERA	G3V158	G3V158_HUMAN	DERA hCG_25164	Homo sapiens (Human)
PCM1	Q15154	PCM1_HUMAN	PCM1	Homo sapiens (Human)
PCM1	Q9UIS9	MBD1_HUMAN	MBD1 CXXC3 PCM1	Homo sapiens (Human)
PCM1	A0A4W8VX11	A0A4W8VX11_HUMAN	PCM1	Homo sapiens (Human)
PCM1	A0A5H1ZRS1	A0A5H1ZRS1_HUMAN	PCM1	Homo sapiens (Human)
PCM1	A2RUU9	A2RUU9_HUMAN	PCM1	Homo sapiens (Human)
PCM1	B9EIS5	B9EIS5_HUMAN	PCM1	Homo sapiens (Human)
PCM1	E5RGQ4	E5RGQ4_HUMAN	PCM1	Homo sapiens (Human)
PCM1	E7EV93	E7EV93_HUMAN	PCM1	Homo sapiens (Human)
PCM1	E9PGW9	E9PGW9_HUMAN	PCM1	Homo sapiens (Human)
PCM1	H0YBA1	H0YBA1_HUMAN	PCM1	Homo sapiens (Human)
SCCPDH	Q8NBX0	SCPDL_HUMAN	SCCPDH CGI-49	Homo sapiens (Human)
SCCPDH	A0A384NPM7	A0A384NPM7_HUMAN	SCCPDH hCG_1782151	Homo sapiens (Human)
PCMT1	P22061	PIMT_HUMAN	PCMT1	Homo sapiens (Human)
PCMT1	A0A3F2YNX8	A0A3F2YNX8_HUMAN	PCMT1	Homo sapiens (Human)
PCMT1	C9J0F2	C9J0F2_HUMAN	PCMT1	Homo sapiens (Human)
PCMT1	F6S8N6	F6S8N6_HUMAN	PCMT1	Homo sapiens (Human)
PCMT1	F8WAV5	F8WAV5_HUMAN	PCMT1	Homo sapiens (Human)
PCMT1	F8WAX2	F8WAX2_HUMAN	PCMT1	Homo sapiens (Human)
PCMT1	F8WDT3	F8WDT3_HUMAN	PCMT1	Homo sapiens (Human)
PCMT1	H7C4X2	H7C4X2_HUMAN	PCMT1	Homo sapiens (Human)
PCNA	P12004	PCNA_HUMAN	PCNA	Homo sapiens (Human)
PCNA	Q6FHF5	Q6FHF5_HUMAN	PCNA	Homo sapiens (Human)
PCNA	Q6FI35	Q6FI35_HUMAN	PCNA	Homo sapiens (Human)
PCNA	Q7Z6A0	Q7Z6A0_HUMAN	PCNA	Homo sapiens (Human)
PCNA	Q7Z6A1	Q7Z6A1_HUMAN	PCNA	Homo sapiens (Human)
PCNA	Q7Z6A2	Q7Z6A2_HUMAN	PCNA	Homo sapiens (Human)
PCNA	Q7Z6A3	Q7Z6A3_HUMAN	PCNA	Homo sapiens (Human)
MRPS2	Q9Y399	RT02_HUMAN	MRPS2 CGI-91	Homo sapiens (Human)
MRPS2	A0A8Q3SHQ1	A0A8Q3SHQ1_HUMAN	MRPS2	Homo sapiens (Human)
MRPS2	A0A8Q3SHR3	A0A8Q3SHR3_HUMAN	MRPS2	Homo sapiens (Human)
MRPS2	A0A8Q3SHW9	A0A8Q3SHW9_HUMAN	MRPS2	Homo sapiens (Human)
MRPS2	A0A8Q3SHX8	A0A8Q3SHX8_HUMAN	MRPS2	Homo sapiens (Human)
MRPS2	Q96Q47	Q96Q47_HUMAN	MRPS2	Homo sapiens (Human)
VPS28	Q9UK41	VPS28_HUMAN	VPS28	Homo sapiens (Human)
VPS28	A0A0S2Z5H5	A0A0S2Z5H5_HUMAN	VPS28	Homo sapiens (Human)
VPS28	E9PLM9	E9PLM9_HUMAN	VPS28	Homo sapiens (Human)
VPS28	E9PM90	E9PM90_HUMAN	VPS28	Homo sapiens (Human)
VPS28	E9PQR7	E9PQR7_HUMAN	VPS28	Homo sapiens (Human)
VPS28	E9PR04	E9PR04_HUMAN	VPS28	Homo sapiens (Human)
VPS28	Q548N1	Q548N1_HUMAN	VPS28 hCG_24005	Homo sapiens (Human)
HSD17B11	Q8NBQ5	DHB11_HUMAN	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	Homo sapiens (Human)
HSD17B11	D6RCD0	D6RCD0_HUMAN	HSD17B11	Homo sapiens (Human)
NUSAP1	Q9BXS6	NUSAP_HUMAN	NUSAP1 ANKT BM-037 PRO0310	Homo sapiens (Human)
NUSAP1	H0YKA7	H0YKA7_HUMAN	NUSAP1	Homo sapiens (Human)
NUSAP1	H0YM18	H0YM18_HUMAN	NUSAP1	Homo sapiens (Human)
NUSAP1	H0YMD2	H0YMD2_HUMAN	NUSAP1	Homo sapiens (Human)
SCAND1	P57086	SCND1_HUMAN	SCAND1 SDP1	Homo sapiens (Human)
CD320	Q9NPF0	CD320_HUMAN	CD320 8D6A UNQ198/PRO224	Homo sapiens (Human)
CD320	M0R100	M0R100_HUMAN	CD320	Homo sapiens (Human)
CD320	M0R1C4	M0R1C4_HUMAN	CD320	Homo sapiens (Human)
NGRN	Q9NPE2	NGRN_HUMAN	NGRN FI58G HT020	Homo sapiens (Human)
NGRN	A0A087WWE0	A0A087WWE0_HUMAN	NGRN	Homo sapiens (Human)
SNX7	Q9UNH6	SNX7_HUMAN	SNX7	Homo sapiens (Human)
SNX7	B7ZC83	B7ZC83_HUMAN	SNX7	Homo sapiens (Human)
SNX7	E9PLE1	E9PLE1_HUMAN	SNX7	Homo sapiens (Human)
SNX7	E9PNL2	E9PNL2_HUMAN	SNX7	Homo sapiens (Human)
ATP6V1D	Q9Y5K8	VATD_HUMAN	ATP6V1D ATP6M VATD	Homo sapiens (Human)
ATP6V1D	G3V2S6	G3V2S6_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	G3V2V6	G3V2V6_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	G3V341	G3V341_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	G3V3T8	G3V3T8_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	G3V559	G3V559_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	G3V5S7	G3V5S7_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	H0YJ55	H0YJ55_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	H0YJH8	H0YJH8_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	H0YJS0	H0YJS0_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	Q6PJ05	Q6PJ05_HUMAN	ATP6V1D	Homo sapiens (Human)
ATP6V1D	Q8N5Z9	Q8N5Z9_HUMAN	ATP6V1D	Homo sapiens (Human)
ZNF589	Q86UQ0	ZN589_HUMAN	ZNF589 SZF1	Homo sapiens (Human)
ZNF589	B4DQF9	B4DQF9_HUMAN	ZNF589	Homo sapiens (Human)
ZNF589	C9J1J1	C9J1J1_HUMAN	ZNF589	Homo sapiens (Human)
ZNF589	C9JGA6	C9JGA6_HUMAN	ZNF589	Homo sapiens (Human)
ZNF589	F8VZ09	F8VZ09_HUMAN	ZNF589	Homo sapiens (Human)
ZNF589	Q96JS8	Q96JS8_HUMAN	ZNF589	Homo sapiens (Human)
PRKAG2	Q9UGJ0	AAKG2_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A090N8Q6	A0A090N8Q6_HUMAN	PRKAG2 hCG_2043270 tcag7.766	Homo sapiens (Human)
PRKAG2	A0A384MDZ2	A0A384MDZ2_HUMAN	PRKAG2 hCG_2043270	Homo sapiens (Human)
PRKAG2	A0A494C026	A0A494C026_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A494C068	A0A494C068_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A494C094	A0A494C094_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A494C0H7	A0A494C0H7_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A494C155	A0A494C155_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A494C188	A0A494C188_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A494C1K7	A0A494C1K7_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A494C1R6	A0A494C1R6_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A7R6M8E2	A0A7R6M8E2_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	A0A7R6M8M9	A0A7R6M8M9_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	E9PGP6	E9PGP6_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	F8WAY3	F8WAY3_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	F8WDA1	F8WDA1_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	F8WDB5	F8WDB5_HUMAN	PRKAG2	Homo sapiens (Human)
PRKAG2	L8E9N3	L8E9N3_HUMAN	PRKAG2	Homo sapiens (Human)
UBE2J1	Q9Y385	UB2J1_HUMAN	UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205	Homo sapiens (Human)
EVL	Q9UI08	EVL_HUMAN	EVL RNB6	Homo sapiens (Human)
EVL	A0A087WYI2	A0A087WYI2_HUMAN	EVL	Homo sapiens (Human)
EVL	A0A2D1PGY7	A0A2D1PGY7_HUMAN	EVL	Homo sapiens (Human)
EVL	G3V2K5	G3V2K5_HUMAN	EVL	Homo sapiens (Human)
EVL	G3V314	G3V314_HUMAN	EVL	Homo sapiens (Human)
EVL	G3V3G2	G3V3G2_HUMAN	EVL	Homo sapiens (Human)
EVL	G3V535	G3V535_HUMAN	EVL	Homo sapiens (Human)
EVL	G3V5F7	G3V5F7_HUMAN	EVL	Homo sapiens (Human)
EVL	H0YJL6	H0YJL6_HUMAN	EVL	Homo sapiens (Human)
EVL	H0YJN0	H0YJN0_HUMAN	EVL	Homo sapiens (Human)
EVL	Q499Z9	Q499Z9_HUMAN	EVL	Homo sapiens (Human)
HACD3	Q9P035	HACD3_HUMAN	HACD3 BIND1 PTPLAD1	Homo sapiens (Human)
HACD3	H3BMZ1	H3BMZ1_HUMAN	HACD3	Homo sapiens (Human)
HACD3	H3BPZ1	H3BPZ1_HUMAN	HACD3	Homo sapiens (Human)
HACD3	H3BRL8	H3BRL8_HUMAN	HACD3	Homo sapiens (Human)
HACD3	H3BS72	H3BS72_HUMAN	HACD3	Homo sapiens (Human)
PDGFA	P04085	PDGFA_HUMAN	PDGFA PDGF1	Homo sapiens (Human)
PDGFA	A0A0A0MSC4	A0A0A0MSC4_HUMAN	PDGFA	Homo sapiens (Human)
PDGFA	H7BYW6	H7BYW6_HUMAN	PDGFA	Homo sapiens (Human)
PDGFA	Q32M96	Q32M96_HUMAN	PDGFA	Homo sapiens (Human)
PDGFA	Q9UGN0	Q9UGN0_HUMAN	PDGFA	Homo sapiens (Human)
UFM1	P61960	UFM1_HUMAN	UFM1 C13orf20 BM-002	Homo sapiens (Human)
UFM1	H0Y614	H0Y614_HUMAN	UFM1	Homo sapiens (Human)
LSR	Q86X29	LSR_HUMAN	LSR ILDR3 LISCH	Homo sapiens (Human)
LSR	A0A8Z5AA41	A0A8Z5AA41_HUMAN	LSR	Homo sapiens (Human)
LSR	A0A8Z5ABK9	A0A8Z5ABK9_HUMAN	LSR	Homo sapiens (Human)
LSR	A0A8Z5DL71	A0A8Z5DL71_HUMAN	LSR	Homo sapiens (Human)
LSR	M0QZL9	M0QZL9_HUMAN	LSR	Homo sapiens (Human)
LSR	M0R0W1	M0R0W1_HUMAN	LSR	Homo sapiens (Human)
LSR	M0R1W9	M0R1W9_HUMAN	LSR	Homo sapiens (Human)
LSR	Q9BWS2	Q9BWS2_HUMAN	LSR	Homo sapiens (Human)
LSR	S4R3V8	S4R3V8_HUMAN	LSR	Homo sapiens (Human)
DHRS7	Q9Y394	DHRS7_HUMAN	DHRS7 DHRS7A RETSDR4 SDR34C1 CGI-86 UNQ285/PRO3448	Homo sapiens (Human)
DHRS7	G3V5J0	G3V5J0_HUMAN	DHRS7	Homo sapiens (Human)
DHRS7	H0YJ66	H0YJ66_HUMAN	DHRS7	Homo sapiens (Human)
DHRS7	H0YJE4	H0YJE4_HUMAN	DHRS7	Homo sapiens (Human)
DHRS7	H0YJR8	H0YJR8_HUMAN	DHRS7	Homo sapiens (Human)
CAB39	Q9Y376	CAB39_HUMAN	CAB39 MO25 CGI-66	Homo sapiens (Human)
ARID4B	Q4LE39	ARI4B_HUMAN	ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180	Homo sapiens (Human)
ARID4B	A0PJ81	A0PJ81_HUMAN	ARID4B	Homo sapiens (Human)
ARID4B	H0Y7Y8	H0Y7Y8_HUMAN	ARID4B	Homo sapiens (Human)
ARID4B	H7C5R6	H7C5R6_HUMAN	ARID4B	Homo sapiens (Human)
ARID4B	X6RCR8	X6RCR8_HUMAN	ARID4B	Homo sapiens (Human)
PFKL	P17858	PFKAL_HUMAN	PFKL	Homo sapiens (Human)
PFKL	F8WEU2	F8WEU2_HUMAN	PFKL	Homo sapiens (Human)
PFKL	Q7L2M7	Q7L2M7_HUMAN	PFKL	Homo sapiens (Human)
PFKL	Q9BSP4	Q9BSP4_HUMAN	PFKL	Homo sapiens (Human)
PGAM1	P18669	PGAM1_HUMAN	PGAM1 PGAMA CDABP0006	Homo sapiens (Human)
PGAM1	Q0D2Q6	Q0D2Q6_HUMAN	PGAM1	Homo sapiens (Human)
PGAM1	Q6FHK8	Q6FHK8_HUMAN	PGAM1	Homo sapiens (Human)
PGAM1	Q6FHU2	Q6FHU2_HUMAN	PGAM1 HEL-S-35 hCG_2015269 hCG_25778	Homo sapiens (Human)
PGAM1	Q6P6D7	Q6P6D7_HUMAN	PGAM1	Homo sapiens (Human)
PGM1	P36871	PGM1_HUMAN	PGM1	Homo sapiens (Human)
PGM1	A0A3B3ITK7	A0A3B3ITK7_HUMAN	PGM1	Homo sapiens (Human)
PGM1	Q9H1D2	Q9H1D2_HUMAN	PGM1	Homo sapiens (Human)
PHKA1	P46020	KPB1_HUMAN	PHKA1 PHKA	Homo sapiens (Human)
PHKA1	A6NIT2	A6NIT2_HUMAN	PHKA1	Homo sapiens (Human)
PHKA1	A6NMN0	A6NMN0_HUMAN	PHKA1	Homo sapiens (Human)
PHKB	Q93100	KPBB_HUMAN	PHKB	Homo sapiens (Human)
PHKB	A0A0G2JLB9	A0A0G2JLB9_HUMAN	PHKB	Homo sapiens (Human)
PHKB	A0A8Q3WM21	A0A8Q3WM21_HUMAN	PHKB	Homo sapiens (Human)
PHKB	A0A8V8TNH3	A0A8V8TNH3_HUMAN	PHKB	Homo sapiens (Human)
PHKB	H3BQ89	H3BQ89_HUMAN	PHKB	Homo sapiens (Human)
