From	Entry	Entry Name	Gene Names	Organism
SMNDC1	A0A6Q8PFX6	A0A6Q8PFX6_HUMAN	SMNDC1 hCG_41805	Homo sapiens (Human)
SMNDC1	A0A6Q8PG47	A0A6Q8PG47_HUMAN	SMNDC1	Homo sapiens (Human)
CDKN2A	P42771	CDN2A_HUMAN	CDKN2A CDKN2 MTS1	Homo sapiens (Human)
CDKN2A	Q8N726	ARF_HUMAN	CDKN2A CDKN2 MLM	Homo sapiens (Human)
CDKN2A	A7LNE7	A7LNE7_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	D1LYX3	D1LYX3_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	J3QRG6	J3QRG6_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	K7ENC6	K7ENC6_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	K7ES20	K7ES20_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	K7PML8	K7PML8_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	L8E941	L8E941_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	Q208B5	Q208B5_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	Q2MJK0	Q2MJK0_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	Q5ZEY9	Q5ZEY9_HUMAN	CDKN2A	Homo sapiens (Human)
CDKN2A	Q9UPB7	Q9UPB7_HUMAN	CDKN2A	Homo sapiens (Human)
PAK4	O96013	PAK4_HUMAN	PAK4 KIAA1142	Homo sapiens (Human)
PAK4	B4DUG0	B4DUG0_HUMAN	PAK4 hCG_20282	Homo sapiens (Human)
PAK4	M0R0L9	M0R0L9_HUMAN	PAK4	Homo sapiens (Human)
PAK4	M0R1R1	M0R1R1_HUMAN	PAK4	Homo sapiens (Human)
PAK4	M0R2X4	M0R2X4_HUMAN	PAK4	Homo sapiens (Human)
PAK4	M0R3G6	M0R3G6_HUMAN	PAK4	Homo sapiens (Human)
TNIP1	Q15025	TNIP1_HUMAN	TNIP1 KIAA0113 NAF1	Homo sapiens (Human)
TNIP1	A0A0A0MRZ4	A0A0A0MRZ4_HUMAN	TNIP1	Homo sapiens (Human)
TNIP1	A0AAQ5BI70	A0AAQ5BI70_HUMAN	TNIP1	Homo sapiens (Human)
TNIP1	E7EMV7	E7EMV7_HUMAN	TNIP1	Homo sapiens (Human)
TNIP1	E7EW15	E7EW15_HUMAN	TNIP1	Homo sapiens (Human)
TNIP1	E7EW68	E7EW68_HUMAN	TNIP1	Homo sapiens (Human)
TNIP1	E7EWG2	E7EWG2_HUMAN	TNIP1	Homo sapiens (Human)
IKZF1	Q13422	IKZF1_HUMAN	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	Homo sapiens (Human)
IKZF1	A0A087WU46	A0A087WU46_HUMAN	IKZF1	Homo sapiens (Human)
IKZF1	A0A0A0MRA0	A0A0A0MRA0_HUMAN	IKZF1	Homo sapiens (Human)
IKZF1	A0A2R8Y4D3	A0A2R8Y4D3_HUMAN	IKZF1	Homo sapiens (Human)
IKZF1	A0A2R8Y4T7	A0A2R8Y4T7_HUMAN	IKZF1	Homo sapiens (Human)
IKZF1	A0A2R8YFR0	A0A2R8YFR0_HUMAN	IKZF1	Homo sapiens (Human)
IKZF1	A0A8V8TMF3	A0A8V8TMF3_HUMAN	IKZF1	Homo sapiens (Human)
IKZF1	A0A8V8TNQ0	A0A8V8TNQ0_HUMAN	IKZF1	Homo sapiens (Human)
IKZF1	C9JTB0	C9JTB0_HUMAN	IKZF1	Homo sapiens (Human)
IKZF1	Q3T907	Q3T907_HUMAN	IKZF1 ZNFN1A1	Homo sapiens (Human)
IKZF1	R9R4D9	R9R4D9_HUMAN	IKZF1	Homo sapiens (Human)
RXYLT1	Q9Y2B1	RXLT1_HUMAN	RXYLT1 TMEM5	Homo sapiens (Human)
RXYLT1	A0A8I5KTH6	A0A8I5KTH6_HUMAN	RXYLT1	Homo sapiens (Human)
RXYLT1	A0A8I5KWX9	A0A8I5KWX9_HUMAN	RXYLT1	Homo sapiens (Human)
RXYLT1	A0A8I5QJ99	A0A8I5QJ99_HUMAN	RXYLT1	Homo sapiens (Human)
RXYLT1	F5GXF8	F5GXF8_HUMAN	RXYLT1	Homo sapiens (Human)
RXYLT1	G3V1K2	G3V1K2_HUMAN	RXYLT1	Homo sapiens (Human)
HMG20B	Q9P0W2	HM20B_HUMAN	HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R	Homo sapiens (Human)
HMG20B	A4IF61	A4IF61_HUMAN	HMG20B	Homo sapiens (Human)
HMG20B	B5MDG7	B5MDG7_HUMAN	HMG20B	Homo sapiens (Human)
HMG20B	C9J8X5	C9J8X5_HUMAN	HMG20B	Homo sapiens (Human)
HMG20B	C9JQA7	C9JQA7_HUMAN	HMG20B	Homo sapiens (Human)
HMG20B	C9K049	C9K049_HUMAN	HMG20B	Homo sapiens (Human)
HMG20B	F8WES5	F8WES5_HUMAN	HMG20B	Homo sapiens (Human)
HMG20B	K7EJR8	K7EJR8_HUMAN	HMG20B	Homo sapiens (Human)
MYL9	P24844	MYL9_HUMAN	MYL9 MLC2 MRLC1 MYRL2	Homo sapiens (Human)
MYL9	Q6IBG1	Q6IBG1_HUMAN	MYL9	Homo sapiens (Human)
LYPLA1	O75608	LYPA1_HUMAN	LYPLA1 APT1 LPL1	Homo sapiens (Human)
LYPLA1	A0A087X1K9	A0A087X1K9_HUMAN	LYPLA1	Homo sapiens (Human)
LYPLA1	B4DP64	B4DP64_HUMAN	LYPLA1	Homo sapiens (Human)
LYPLA1	E5RFT6	E5RFT6_HUMAN	LYPLA1	Homo sapiens (Human)
LYPLA1	E5RGR0	E5RGR0_HUMAN	LYPLA1	Homo sapiens (Human)
LYPLA1	E5RI35	E5RI35_HUMAN	LYPLA1	Homo sapiens (Human)
LYPLA1	E5RJ48	E5RJ48_HUMAN	LYPLA1	Homo sapiens (Human)
LYPLA1	Q6IAQ1	Q6IAQ1_HUMAN	LYPLA1 hCG_1983522	Homo sapiens (Human)
PPIE	Q9UNP9	PPIE_HUMAN	PPIE CYP33	Homo sapiens (Human)
PPIE	E9PEQ6	E9PEQ6_HUMAN	PPIE	Homo sapiens (Human)
PPIE	E9PIB0	E9PIB0_HUMAN	PPIE	Homo sapiens (Human)
PPIE	E9PK21	E9PK21_HUMAN	PPIE	Homo sapiens (Human)
PPIE	E9PKY5	E9PKY5_HUMAN	PPIE	Homo sapiens (Human)
PPIE	E9PMH0	E9PMH0_HUMAN	PPIE	Homo sapiens (Human)
PPIE	H0YCV4	H0YCV4_HUMAN	PPIE	Homo sapiens (Human)
PPIE	H0YE31	H0YE31_HUMAN	PPIE	Homo sapiens (Human)
VAV3	Q9UKW4	VAV3_HUMAN	VAV3	Homo sapiens (Human)
VAV3	A0A2X0U2Q1	A0A2X0U2Q1_HUMAN	VAV3	Homo sapiens (Human)
VAV3	E9PMJ5	E9PMJ5_HUMAN	VAV3	Homo sapiens (Human)
VAV3	H0YCG7	H0YCG7_HUMAN	VAV3	Homo sapiens (Human)
VAV3	H0YDG2	H0YDG2_HUMAN	VAV3	Homo sapiens (Human)
LRRC41	Q15345	LRC41_HUMAN	LRRC41 MUF1 PP7759	Homo sapiens (Human)
LRRC41	A0A087WTI9	A0A087WTI9_HUMAN	LRRC41	Homo sapiens (Human)
LRRC41	A0A087WTU1	A0A087WTU1_HUMAN	LRRC41	Homo sapiens (Human)
LRRC41	A0A087X0S7	A0A087X0S7_HUMAN	LRRC41	Homo sapiens (Human)
LRRC41	A0A0B4J2G4	A0A0B4J2G4_HUMAN	LRRC41	Homo sapiens (Human)
LRRC41	Q562F1	Q562F1_HUMAN	LRRC41	Homo sapiens (Human)
CRTAP	O75718	CRTAP_HUMAN	CRTAP CASP	Homo sapiens (Human)
CRTAP	B4DPA3	B4DPA3_HUMAN	CRTAP hCG_1996245	Homo sapiens (Human)
CRTAP	C9JP16	C9JP16_HUMAN	CRTAP	Homo sapiens (Human)
VAT1	P54219	VMAT1_HUMAN	SLC18A1 VAT1 VMAT1	Homo sapiens (Human)
VAT1	Q99536	VAT1_HUMAN	VAT1	Homo sapiens (Human)
VAT1	K7EJM4	K7EJM4_HUMAN	VAT1	Homo sapiens (Human)
VAT1	K7EM19	K7EM19_HUMAN	VAT1	Homo sapiens (Human)
VAT1	K7ENX2	K7ENX2_HUMAN	VAT1	Homo sapiens (Human)
VAT1	K7ER81	K7ER81_HUMAN	VAT1	Homo sapiens (Human)
VAT1	K7ERT7	K7ERT7_HUMAN	VAT1	Homo sapiens (Human)
VAT1	K7ESA3	K7ESA3_HUMAN	VAT1	Homo sapiens (Human)
STK25	O00506	STK25_HUMAN	STK25 SOK1 YSK1	Homo sapiens (Human)
STK25	A0A024R4B2	A0A024R4B2_HUMAN	STK25	Homo sapiens (Human)
STK25	A0A0S2Z4Y2	A0A0S2Z4Y2_HUMAN	STK25	Homo sapiens (Human)
STK25	A0A0S2Z503	A0A0S2Z503_HUMAN	STK25	Homo sapiens (Human)
STK25	C9J232	C9J232_HUMAN	STK25	Homo sapiens (Human)
STK25	C9J6L2	C9J6L2_HUMAN	STK25	Homo sapiens (Human)
STK25	C9J8E8	C9J8E8_HUMAN	STK25	Homo sapiens (Human)
STK25	C9JCC0	C9JCC0_HUMAN	STK25	Homo sapiens (Human)
STK25	C9JDH9	C9JDH9_HUMAN	STK25	Homo sapiens (Human)
STK25	C9JFA1	C9JFA1_HUMAN	STK25	Homo sapiens (Human)
STK25	C9JIH8	C9JIH8_HUMAN	STK25	Homo sapiens (Human)
STK25	C9JJV0	C9JJV0_HUMAN	STK25	Homo sapiens (Human)
STK25	C9JN58	C9JN58_HUMAN	STK25	Homo sapiens (Human)
STK25	C9K0M6	C9K0M6_HUMAN	STK25	Homo sapiens (Human)
STK25	E7EM58	E7EM58_HUMAN	STK25	Homo sapiens (Human)
STK25	H7C279	H7C279_HUMAN	STK25	Homo sapiens (Human)
CEBPA	P49715	CEBPA_HUMAN	CEBPA CEBP	Homo sapiens (Human)
APPBP2	Q92624	APBP2_HUMAN	APPBP2 KIAA0228 PAT1	Homo sapiens (Human)
APPBP2	K7EIZ9	K7EIZ9_HUMAN	APPBP2	Homo sapiens (Human)
APPBP2	K7EN61	K7EN61_HUMAN	APPBP2	Homo sapiens (Human)
APPBP2	K7ENN3	K7ENN3_HUMAN	APPBP2	Homo sapiens (Human)
CEBPD	P49716	CEBPD_HUMAN	CEBPD	Homo sapiens (Human)
CEBPD	Q504X4	Q504X4_HUMAN	CEBPD	Homo sapiens (Human)
CHERP	Q8IWX8	CHERP_HUMAN	CHERP DAN26 SCAF6	Homo sapiens (Human)
CHERP	J3QK89	J3QK89_HUMAN	CHERP	Homo sapiens (Human)
HYOU1	Q9Y4L1	HYOU1_HUMAN	HYOU1 GRP170 HSPH4 ORP150	Homo sapiens (Human)
HYOU1	A0A087WWI4	A0A087WWI4_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A087X054	A0A087X054_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A0G2JR71	A0A0G2JR71_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A0G2JR88	A0A0G2JR88_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A0G2JRG7	A0A0G2JRG7_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A0G2JRS0	A0A0G2JRS0_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A0G2JRT9	A0A0G2JRT9_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A494C039	A0A494C039_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A8Q3SHG4	A0A8Q3SHG4_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A8Q3SHL4	A0A8Q3SHL4_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	A0A8Q3SHP7	A0A8Q3SHP7_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	E9PJ21	E9PJ21_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	J3KSR2	J3KSR2_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	J3KTF1	J3KTF1_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	J3QL06	J3QL06_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	J3QLE9	J3QLE9_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	J3QQH7	J3QQH7_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	K7EQK2	K7EQK2_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	Q05D91	Q05D91_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	Q6IN67	Q6IN67_HUMAN	HYOU1	Homo sapiens (Human)
HYOU1	Q9BST8	Q9BST8_HUMAN	HYOU1	Homo sapiens (Human)
RPP38	P78345	RPP38_HUMAN	RPP38	Homo sapiens (Human)
RPP38	Q5VUC3	Q5VUC3_HUMAN	RPP38	Homo sapiens (Human)
RPP38	Q5VUC9	Q5VUC9_HUMAN	RPP38	Homo sapiens (Human)
SLC35A1	P78382	S35A1_HUMAN	SLC35A1	Homo sapiens (Human)
SLC35A1	Q5W1L6	Q5W1L6_HUMAN	SLC35A1	Homo sapiens (Human)
SLC35A1	Q5W1L7	Q5W1L7_HUMAN	SLC35A1	Homo sapiens (Human)
SLC35A1	Q6A0F2	Q6A0F2_HUMAN	SLC35A1	Homo sapiens (Human)
SLC35A1	Q6A0F3	Q6A0F3_HUMAN	SLC35A1	Homo sapiens (Human)
DRAP1	Q14919	NC2A_HUMAN	DRAP1	Homo sapiens (Human)
DRAP1	C9JCC6	C9JCC6_HUMAN	DRAP1	Homo sapiens (Human)
DRAP1	E9PMW2	E9PMW2_HUMAN	DRAP1	Homo sapiens (Human)
DRAP1	E9PNC7	E9PNC7_HUMAN	DRAP1	Homo sapiens (Human)
DRAP1	E9PQX9	E9PQX9_HUMAN	DRAP1	Homo sapiens (Human)
PAICS	P22234	PUR6_HUMAN	PAICS ADE2 AIRC PAIS	Homo sapiens (Human)
PAICS	D6RF62	D6RF62_HUMAN	PAICS hCG_2027161	Homo sapiens (Human)
PAICS	E9PBS1	E9PBS1_HUMAN	PAICS	Homo sapiens (Human)
ST6GALNAC2	Q9UJ37	SIA7B_HUMAN	ST6GALNAC2 SIAT7B SIATL1 STHM	Homo sapiens (Human)
ST6GALNAC2	K7EIW2	K7EIW2_HUMAN	ST6GALNAC2	Homo sapiens (Human)
ST6GALNAC2	K7EKT8	K7EKT8_HUMAN	ST6GALNAC2	Homo sapiens (Human)
ST6GALNAC2	K7EMI2	K7EMI2_HUMAN	ST6GALNAC2	Homo sapiens (Human)
ST6GALNAC2	K7EMM1	K7EMM1_HUMAN	ST6GALNAC2	Homo sapiens (Human)
STAMBP	O95630	STABP_HUMAN	STAMBP AMSH	Homo sapiens (Human)
STAMBP	A0A804HHU9	A0A804HHU9_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HHV2	A0A804HHV2_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HI64	A0A804HI64_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HIF8	A0A804HIF8_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HII8	A0A804HII8_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HIJ2	A0A804HIJ2_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HIV0	A0A804HIV0_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HJ64	A0A804HJ64_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HJC8	A0A804HJC8_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HJD9	A0A804HJD9_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HJE8	A0A804HJE8_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HJS0	A0A804HJS0_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HKA6	A0A804HKA6_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HKL2	A0A804HKL2_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HL27	A0A804HL27_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	A0A804HL38	A0A804HL38_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	C9JEK5	C9JEK5_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	C9JK83	C9JK83_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	F5H5B9	F5H5B9_HUMAN	STAMBP	Homo sapiens (Human)
STAMBP	L8ECD1	L8ECD1_HUMAN	STAMBP	Homo sapiens (Human)
CENPE	Q02224	CENPE_HUMAN	CENPE	Homo sapiens (Human)
CENPE	A0A5F9ZH24	A0A5F9ZH24_HUMAN	CENPE	Homo sapiens (Human)
CENPE	D6RHK2	D6RHK2_HUMAN	CENPE	Homo sapiens (Human)
NPRL2	Q8WTW4	NPRL2_HUMAN	NPRL2 TUSC4	Homo sapiens (Human)
NPRL2	A0A590UJY0	A0A590UJY0_HUMAN	NPRL2	Homo sapiens (Human)
NPRL2	F2Z2R8	F2Z2R8_HUMAN	NPRL2	Homo sapiens (Human)
NPRL2	F2Z3D4	F2Z3D4_HUMAN	NPRL2	Homo sapiens (Human)
IGF2BP2	Q9Y6M1	IF2B2_HUMAN	IGF2BP2 IMP2 VICKZ2	Homo sapiens (Human)
IGF2BP2	B3FTN5	B3FTN5_HUMAN	IGF2BP2	Homo sapiens (Human)
IGF2BP2	F8W930	F8W930_HUMAN	IGF2BP2	Homo sapiens (Human)
YKT6	O15498	YKT6_HUMAN	YKT6	Homo sapiens (Human)
YKT6	A0A7I2V3A1	A0A7I2V3A1_HUMAN	YKT6	Homo sapiens (Human)
YKT6	A0A7I2V3S2	A0A7I2V3S2_HUMAN	YKT6	Homo sapiens (Human)
YKT6	A0A7I2V3V7	A0A7I2V3V7_HUMAN	YKT6	Homo sapiens (Human)
YKT6	A0A7I2V4L6	A0A7I2V4L6_HUMAN	YKT6	Homo sapiens (Human)
YKT6	A0A7I2V530	A0A7I2V530_HUMAN	YKT6	Homo sapiens (Human)
YKT6	A4D2J0	A4D2J0_HUMAN	YKT6 hCG_18297 tcag7.798	Homo sapiens (Human)
YKT6	B5BU81	B5BU81_HUMAN	YKT6	Homo sapiens (Human)
YKT6	H7C3K7	H7C3K7_HUMAN	YKT6	Homo sapiens (Human)
CGRRF1	Q99675	CGRF1_HUMAN	CGRRF1 CGR19 RNF197	Homo sapiens (Human)
CGRRF1	A0A7P0Z480	A0A7P0Z480_HUMAN	CGRRF1	Homo sapiens (Human)
CGRRF1	A0A7P0Z4Q1	A0A7P0Z4Q1_HUMAN	CGRRF1	Homo sapiens (Human)
CGRRF1	G3V229	G3V229_HUMAN	CGRRF1	Homo sapiens (Human)
CGRRF1	G3V2K9	G3V2K9_HUMAN	CGRRF1	Homo sapiens (Human)
CGRRF1	G3V412	G3V412_HUMAN	CGRRF1	Homo sapiens (Human)
CGRRF1	M0QZQ7	M0QZQ7_HUMAN	CGRRF1	Homo sapiens (Human)
RRAGA	Q7L523	RRAGA_HUMAN	RRAGA	Homo sapiens (Human)
GNB5	O14775	GNB5_HUMAN	GNB5	Homo sapiens (Human)
GNB5	H0YLU1	H0YLU1_HUMAN	GNB5	Homo sapiens (Human)
GNB5	H0YNW7	H0YNW7_HUMAN	GNB5	Homo sapiens (Human)
GNB5	Q96F32	Q96F32_HUMAN	GNB5	Homo sapiens (Human)
EBP	Q15125	EBP_HUMAN	EBP	Homo sapiens (Human)
EBP	A0A024QYX0	A0A024QYX0_HUMAN	EBP	Homo sapiens (Human)
EBP	C9J719	C9J719_HUMAN	EBP	Homo sapiens (Human)
EBP	C9JJ78	C9JJ78_HUMAN	EBP	Homo sapiens (Human)
CNPY3	Q9BT09	CNPY3_HUMAN	CNPY3 CTG4A ERDA5 PRAT4A TNRC5 HSPC084 UNQ1934/PRO4409	Homo sapiens (Human)
CETN3	O15182	CETN3_HUMAN	CETN3 CEN3	Homo sapiens (Human)
CETN3	E5RFM2	E5RFM2_HUMAN	CETN3	Homo sapiens (Human)
CETN3	E5RH67	E5RH67_HUMAN	CETN3	Homo sapiens (Human)
CETN3	E5RJF8	E5RJF8_HUMAN	CETN3	Homo sapiens (Human)
CETN3	E5RK82	E5RK82_HUMAN	CETN3	Homo sapiens (Human)
CETN3	H0YBL5	H0YBL5_HUMAN	CETN3	Homo sapiens (Human)
CETN3	Q6ICP7	Q6ICP7_HUMAN	CETN3	Homo sapiens (Human)
YME1L1	Q96TA2	YMEL1_HUMAN	YME1L1 FTSH1 YME1L UNQ1868/PRO4304	Homo sapiens (Human)
YME1L1	Q5T8D1	Q5T8D1_HUMAN	YME1L1	Homo sapiens (Human)
YME1L1	Q5T8D2	Q5T8D2_HUMAN	YME1L1	Homo sapiens (Human)
YME1L1	Q6PJ89	Q6PJ89_HUMAN	YME1L1	Homo sapiens (Human)
YME1L1	Q96I63	Q96I63_HUMAN	YME1L1	Homo sapiens (Human)
YME1L1	R4GNA5	R4GNA5_HUMAN	YME1L1	Homo sapiens (Human)
TCFL5	Q9UL49	TCFL5_HUMAN	TCFL5 CHA E2BP1	Homo sapiens (Human)
TCFL5	F8W9A4	F8W9A4_HUMAN	TCFL5	Homo sapiens (Human)
KDM5B	Q9UGL1	KDM5B_HUMAN	KDM5B JARID1B PLU1 RBBP2H1	Homo sapiens (Human)
KDM5B	A0A3B3IS31	A0A3B3IS31_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3IS40	A0A3B3IS40_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ISE6	A0A3B3ISE6_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ISK2	A0A3B3ISK2_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3IT25	A0A3B3IT25_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3IT51	A0A3B3IT51_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3IT85	A0A3B3IT85_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ITA8	A0A3B3ITA8_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ITA9	A0A3B3ITA9_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ITE7	A0A3B3ITE7_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ITJ3	A0A3B3ITJ3_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ITJ7	A0A3B3ITJ7_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ITN3	A0A3B3ITN3_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ITR1	A0A3B3ITR1_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	A0A3B3ITR3	A0A3B3ITR3_HUMAN	KDM5B	Homo sapiens (Human)
KDM5B	B3KV94	B3KV94_HUMAN	KDM5B JARID1B hCG_2027322	Homo sapiens (Human)
KDM5B	R4GN45	R4GN45_HUMAN	KDM5B	Homo sapiens (Human)
POP4	O95707	RPP29_HUMAN	POP4 RPP29	Homo sapiens (Human)
POP4	P0DMW2	PYDC4_HUMAN	NLRP2B CLRX.1 NLRP2P NOD24 POP4	Homo sapiens (Human)
POP4	A0A0A0MQS4	A0A0A0MQS4_HUMAN	POP4	Homo sapiens (Human)
POP4	K7EK50	K7EK50_HUMAN	POP4	Homo sapiens (Human)
POP4	K7EQV2	K7EQV2_HUMAN	POP4	Homo sapiens (Human)
POP4	K7ERD7	K7ERD7_HUMAN	POP4	Homo sapiens (Human)
POP4	K7ESH8	K7ESH8_HUMAN	POP4	Homo sapiens (Human)
ARPP19	P56211	ARP19_HUMAN	ARPP19	Homo sapiens (Human)
ARPP19	H3BMD8	H3BMD8_HUMAN	ARPP19	Homo sapiens (Human)
ARPP19	H3BQ52	H3BQ52_HUMAN	ARPP19	Homo sapiens (Human)
ARPP19	H3BTD3	H3BTD3_HUMAN	ARPP19	Homo sapiens (Human)
ZNF274	Q96GC6	ZN274_HUMAN	ZNF274 ZKSCAN19 SP2114	Homo sapiens (Human)
ZNF274	A0A0A0MR47	A0A0A0MR47_HUMAN	ZNF274	Homo sapiens (Human)
ZNF274	M0QXW4	M0QXW4_HUMAN	ZNF274	Homo sapiens (Human)
ZNF274	M0QY30	M0QY30_HUMAN	ZNF274	Homo sapiens (Human)
MTHFD2	P13995	MTDC_HUMAN	MTHFD2 NMDMC	Homo sapiens (Human)
MTHFD2	A0A7I2V2G4	A0A7I2V2G4_HUMAN	MTHFD2	Homo sapiens (Human)
MTHFD2	A0A7I2V2U6	A0A7I2V2U6_HUMAN	MTHFD2	Homo sapiens (Human)
MTHFD2	A0A7I2V3T1	A0A7I2V3T1_HUMAN	MTHFD2	Homo sapiens (Human)
MTHFD2	A0A7I2V482	A0A7I2V482_HUMAN	MTHFD2	Homo sapiens (Human)
MTHFD2	A0A7I2YQD4	A0A7I2YQD4_HUMAN	MTHFD2	Homo sapiens (Human)
MTHFD2	B8ZZU9	B8ZZU9_HUMAN	MTHFD2	Homo sapiens (Human)
MTHFD2	B9A062	B9A062_HUMAN	MTHFD2	Homo sapiens (Human)
MTHFD2	F8WF06	F8WF06_HUMAN	MTHFD2	Homo sapiens (Human)
MTHFD2	F8WF89	F8WF89_HUMAN	MTHFD2	Homo sapiens (Human)
WASF3	Q9UPY6	WASF3_HUMAN	WASF3 KIAA0900 SCAR3 WAVE3	Homo sapiens (Human)
WASF3	A0A590UJ74	A0A590UJ74_HUMAN	WASF3	Homo sapiens (Human)
WASF3	Q5T8P4	Q5T8P4_HUMAN	WASF3 hCG_29938	Homo sapiens (Human)
UTP14A	Q9BVJ6	UT14A_HUMAN	UTP14A SDCCAG16	Homo sapiens (Human)
UTP14A	X6RJY0	X6RJY0_HUMAN	UTP14A	Homo sapiens (Human)
FRS2	Q8WU20	FRS2_HUMAN	FRS2	Homo sapiens (Human)
FRS2	A0A0G2JL00	A0A0G2JL00_HUMAN	FRS2	Homo sapiens (Human)
FRS2	F8VP54	F8VP54_HUMAN	FRS2	Homo sapiens (Human)
FRS2	F8VS98	F8VS98_HUMAN	FRS2	Homo sapiens (Human)
FRS2	F8VW66	F8VW66_HUMAN	FRS2	Homo sapiens (Human)
FRS2	F8VX65	F8VX65_HUMAN	FRS2	Homo sapiens (Human)
FRS2	F8VYZ7	F8VYZ7_HUMAN	FRS2	Homo sapiens (Human)
FRS2	F8VZ12	F8VZ12_HUMAN	FRS2	Homo sapiens (Human)
FRS2	F8VZI4	F8VZI4_HUMAN	FRS2	Homo sapiens (Human)
FRS2	L7RTG7	L7RTG7_HUMAN	FRS2	Homo sapiens (Human)
CLPX	O76031	CLPX_HUMAN	CLPX	Homo sapiens (Human)
CLPX	H0YK07	H0YK07_HUMAN	CLPX	Homo sapiens (Human)
CLPX	H0YM48	H0YM48_HUMAN	CLPX	Homo sapiens (Human)
PGRMC1	O00264	PGRC1_HUMAN	PGRMC1 HPR6.6 PGRMC	Homo sapiens (Human)
PGRMC1	Q6IB11	Q6IB11_HUMAN	PGRMC1 hCG_23188	Homo sapiens (Human)
MALT1	Q9UDY8	MALT1_HUMAN	MALT1 MLT	Homo sapiens (Human)
MALT1	A0A3B3IS32	A0A3B3IS32_HUMAN	MALT1	Homo sapiens (Human)
MALT1	A0A3B3IS82	A0A3B3IS82_HUMAN	MALT1	Homo sapiens (Human)
MALT1	K7EP42	K7EP42_HUMAN	MALT1	Homo sapiens (Human)
